subject_id,year_in_study,record_date,aerobic_duration,aerobic_pace,aerobic_frequency,walk_without_leash,walk_duration,walk_pace,walk_frequency,walk_reason_bathroom,walk_reason_general_enjoyment,walk_reason_training,walk_reason_other_specify,fetch_games_frequency
grlsXC5ZPDXX,2,2014-11,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Brisk,Once or twice/week,0,0,1,,Frequently
grlsXC9YA8WW,0,2013-03,,,,0,30-60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsXC9YA8WW,1,2014-04,,,,0,30-60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsXC9YA8WW,2,2015-05,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Never
grlsXCUGNPXX,0,2015-02,Greater than 60 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,,,Never,0,0,0,,Occasionally
grlsXCUGNPXX,1,2016-03,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,,,Never,0,0,0,,Occasionally
grlsXCUGNPXX,2,2017-03,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,,,Never,0,0,0,,Occasionally
grlsXDFP966,0,2013-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,Greater than 60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXDFP966,1,2014-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Greater than 60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXDFP966,2,2015-04,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Greater than 60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXDSKOZYY,0,2014-02,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,Less than 10 minutes,Average,More than once a day,1,1,0,,Occasionally
grlsXDSKOZYY,1,2015-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/week,1,10-30 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsXEN3YHH,0,2015-01,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,,,Never,0,0,0,,Frequently
grlsXEN3YHH,1,2016-01,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXEN3YHH,2,2017-03,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Occasionally
grlsXFBEMJKK,0,2013-03,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,10-30 minutes,Brisk,More than once a day,0,1,1,,Frequently
grlsXFBEMJKK,1,2014-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsXFBEMJKK,2,2015-03,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXFDWADD,0,2014-06,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsXFDWADD,1,2015-07,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Less than once/week,0,1,0,,Occasionally
grlsXFDWADD,2,2016-07,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Less than once/month,0,1,0,,Occasionally
grlsXGDRUCVV,0,2014-04,,,,0,Greater than 60 minutes,Average,Once or twice/week,1,0,1,,Frequently
grlsXGDRUCVV,1,2015-03,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,,,Never,0,0,0,,Frequently
grlsXGDRUCVV,2,2016-04,,,,0,10-30 minutes,Average,Once or twice/week,0,1,1,,Frequently
grlsXGGLTFZZ,0,2013-12,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,30-60 minutes,Average,Once or twice/week,0,1,1,,Occasionally
grlsXGGLTFZZ,1,2015-02,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,10-30 minutes,Average,Once or twice/week,1,1,1,,Frequently
grlsXGGLTFZZ,2,2016-02,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/week,1,10-30 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsXH1O4977,0,2014-08,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Frequently
grlsXH1O4977,1,2015-08,,,,0,30-60 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsXH1O4977,2,2016-08,,,,0,30-60 minutes,Average,Once/day,0,1,0,,Frequently
grlsXH96IWEE,0,2014-09,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsXH96IWEE,1,2015-10,,,,0,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsXH96IWEE,2,2016-08,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,Less than 10 minutes,Average,Once/day,1,1,0,,Frequently
grlsXI10FQTT,0,2014-11,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Brisk,Once/day,1,1,1,,Never
grlsXI10FQTT,1,2015-12,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Once or twice/week,1,1,1,,Never
grlsXI10FQTT,2,2016-12,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,Once or twice/week,1,1,0,,Never
grlsXI5Q71FF,0,2014-01,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Average,Once or twice/week,0,1,1,,Frequently
grlsXIMHBKPP,0,2013-03,,,,0,10-30 minutes,Brisk,Less than once/month,0,1,1,,Frequently
grlsXIMHBKPP,1,2014-03,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Brisk,Less than once/week,0,0,1,,Frequently
grlsXIMHBKPP,2,2015-05,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Less than 10 minutes,Brisk,Less than once/month,0,1,0,,Occasionally
grlsXINS7GTT,0,2014-01,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,30-60 minutes,Brisk,Less than once/month,0,1,0,,Frequently
grlsXINS7GTT,1,2015-08,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,Less than 10 minutes,Slow,Less than once/month,0,0,0,Vet appts or grooming visits,Frequently
grlsXINS7GTT,2,2016-03,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,,,Never,0,0,0,,Frequently
grlsXISA2YRR,0,2013-04,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXISA2YRR,1,2014-04,30-60 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsXISA2YRR,2,2015-04,10-30 minutes,Bursts of exercise less than 30% of the time,Less than once/week,1,30-60 minutes,Average,Once/day,0,1,0,,Never
grlsXIZKQHH,0,2014-03,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Run,Once or twice/week,0,1,1,,Frequently
grlsXJ3IAZHH,0,2014-09,,,,0,10-30 minutes,Average,Less than once/month,0,0,1,,Frequently
grlsXJ3IAZHH,2,2016-07,,,,0,,,Never,0,0,0,,Frequently
grlsXJ8W6V11,0,2014-09,,,,0,30-60 minutes,Average,More than once a day,0,1,0,,Frequently
grlsXJ8W6V11,1,2015-09,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,More than once a day,0,1,0,,Frequently
grlsXJ8W6V11,2,2016-09,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,More than once a day,0,1,0,,Frequently
grlsXJJYJX77,0,2014-10,,,,0,,,Never,0,0,0,,Occasionally
grlsXJJYJX77,1,2015-10,,,,0,,,Never,0,0,0,,Occasionally
grlsXJJYJX77,2,2016-10,,,,0,Less than 10 minutes,Average,Less than once/month,0,0,1,,Never
grlsXJUDPE99,0,2014-01,,,,0,10-30 minutes,Average,Once/day,1,1,1,,Frequently
grlsXJUDPE99,1,2015-01,,,,0,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsXJUDPE99,2,2016-01,,,,0,10-30 minutes,Average,Once/day,1,1,1,,Occasionally
grlsXLFH9I11,0,2013-01,,,,0,30-60 minutes,Average,Once or twice/week,0,1,1,,Frequently
grlsXLFH9I11,2,2015-05,,,,0,30-60 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsXMAH0MBB,0,2013-11,,,,0,30-60 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsXMAH0MBB,1,2014-11,,,,0,30-60 minutes,Average,More than once a day,1,1,1,,Occasionally
grlsXMAH0MBB,2,2016-01,,,,0,30-60 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsXMDSVDHH,0,2014-01,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsXMDSVDHH,1,2015-02,,,,0,10-30 minutes,Brisk,More than once a day,0,1,0,,Occasionally
grlsXMDSVDHH,2,2016-01,,,,0,30-60 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsXMRZ85II,0,2013-09,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Once or twice/week,0,0,1,,Occasionally
grlsXMRZ85II,1,2014-09,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Once/day,0,1,1,,Occasionally
grlsXMRZ85II,2,2015-09,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsXNC5S0DD,0,2013-02,,,,0,10-30 minutes,Average,Once/day,0,1,1,,Frequently
grlsXNC5S0DD,1,2014-03,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXNC5S0DD,2,2015-04,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Once/day,0,1,1,,Frequently
grlsXNWIIR22,0,2014-10,,,,0,10-30 minutes,Brisk,Less than once/week,0,1,0,,Occasionally
grlsXNWIIR22,1,2015-11,Less than 10 minutes,Bursts of exercise less than 30% of the time,Less than once/month,1,30-60 minutes,Average,Less than once/week,0,1,0,,Occasionally
grlsXNWIIR22,2,2016-11,10-30 minutes,Bursts of exercise less than 30% of the time,Less than once/week,1,30-60 minutes,Brisk,Less than once/week,0,1,0,,Occasionally
grlsXO96NGG,0,2013-09,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Occasionally
grlsXO96NGG,1,2015-01,30-60 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,10-30 minutes,Average,More than once a day,1,1,1,,Occasionally
grlsXPJ449HH,0,2014-01,,,,0,30-60 minutes,Average,Once/day,0,1,1,,Frequently
grlsXPJ449HH,1,2015-02,,,,0,Greater than 60 minutes,Brisk,Once/day,1,1,1,,Occasionally
grlsXPJ449HH,2,2016-02,,,,0,30-60 minutes,Brisk,Once/day,1,1,0,,Never
grlsXPMOLOFF,0,2013-11,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Brisk,More than once a day,1,1,0,,Occasionally
grlsXPMOLOFF,1,2014-11,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,30-60 minutes,Average,More than once a day,1,1,0,,Frequently
grlsXPMOLOFF,2,2015-11,Greater than 60 minutes,Bursts of exercise less than 30% of the time,Once/day,1,30-60 minutes,Average,More than once a day,1,0,0,,Frequently
grlsXPN47Y33,0,2014-02,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Frequently
grlsXPN47Y33,1,2015-01,,,,0,30-60 minutes,Average,Once or twice/week,1,1,1,,Frequently
grlsXPN47Y33,2,2016-01,,,,0,30-60 minutes,Average,Less than once/week,0,1,1,,Frequently
grlsXQ3MDDBB,0,2013-03,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,30-60 minutes,Average,Less than once/month,0,1,1,,Occasionally
grlsXQ3MDDBB,1,2014-01,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Brisk,Less than once/week,0,1,1,,Occasionally
grlsXQ3MDDBB,2,2015-01,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsXRKVV33,0,2014-02,,,,0,10-30 minutes,Brisk,More than once a day,0,1,1,,Frequently
grlsXRKVV33,1,2015-02,,,,0,30-60 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsXRKVV33,2,2016-03,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Frequently
grlsXRMCGIKK,0,2014-09,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsXRMCGIKK,1,2015-11,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsXRMCGIKK,2,2016-11,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsXRNLTNMM,0,2014-06,,,,0,30-60 minutes,Brisk,Once/day,0,1,1,,Frequently
grlsXRNLTNMM,1,2015-05,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,Exercise for human,Frequently
grlsXRNLTNMM,2,2016-08,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXRY0POWW,0,2014-02,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Occasionally
grlsXRY0POWW,1,2015-02,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsXRY0POWW,2,2016-02,,,,0,Greater than 60 minutes,Average,Less than once/week,0,0,0,exercise for my dad,Occasionally
grlsXSHOF7PP,0,2013-03,,,,0,,,Never,0,0,0,,Frequently
grlsXSHOF7PP,1,2014-02,,,,0,,,Never,0,0,0,,Frequently
grlsXSHOF7PP,2,2015-05,,,,0,,,Never,0,0,0,,Occasionally
grlsXSQE6EUU,0,2012-12,,,,0,30-60 minutes,Brisk,Once/day,1,1,1,,Occasionally
grlsXSQE6EUU,1,2013-12,,,,0,30-60 minutes,Brisk,More than once a day,1,1,1,,Frequently
grlsXSQE6EUU,2,2015-02,,,,0,30-60 minutes,Brisk,Once/day,1,1,1,,Frequently
grlsXSQM6XGG,0,2014-09,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsXSQM6XGG,1,2015-11,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,30-60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsXSQM6XGG,2,2016-11,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,1,30-60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsXSX19FGG,0,2014-03,,,,0,10-30 minutes,Brisk,Once/day,1,1,0,,Frequently
grlsXSX19FGG,1,2015-02,,,,0,30-60 minutes,Average,Less than once/week,1,1,0,,Occasionally
grlsXSX19FGG,2,2016-03,,,,0,30-60 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsXTMN5VEE,0,2014-05,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsXTMN5VEE,1,2015-04,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Brisk,Once/day,0,1,1,,Frequently
grlsXTMN5VEE,2,2016-06,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,30-60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsXUR2PY88,0,2015-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Less than 10 minutes,Average,Once/day,0,0,1,,Frequently
grlsXUR2PY88,2,2017-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Less than 10 minutes,Brisk,Once/day,0,0,1,,Frequently
grlsXV2UUFYY,0,2014-11,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXV2UUFYY,1,2015-11,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsXV2UUFYY,2,2016-12,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsXV9PLPQQ,0,2015-01,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,30-60 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsXV9PLPQQ,1,2016-01,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,Once or twice/week,0,0,1,,Frequently
grlsXV9PLPQQ,2,2017-02,,,,0,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsXVAOE6KK,0,2013-02,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsXVAOE6KK,2,2015-02,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Never
grlsXWCBVG66,0,2014-04,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXWCBVG66,1,2015-05,,,,0,Greater than 60 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsXWCBVG66,2,2016-05,,,,0,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsXWVNQZHH,0,2014-04,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsXWVNQZHH,1,2015-04,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,Less than 10 minutes,Brisk,More than once a day,1,1,0,,Occasionally
grlsXWVNQZHH,2,2016-04,,,,0,10-30 minutes,Slow,Once/day,1,1,1,,Occasionally
grlsXXBOLUJJ,0,2013-06,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXXBOLUJJ,1,2014-09,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,1,30-60 minutes,Average,Once/day,0,1,0,,Never
grlsXZ5X8399,0,2013-02,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,30-60 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsXZ5X8399,1,2014-02,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,30-60 minutes,Brisk,Once/day,0,1,0,,Never
grlsXZ5X8399,2,2015-03,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,30-60 minutes,Average,Once/day,0,1,0,,Never
grlsXZJJ94DD,0,2013-04,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,Less than 10 minutes,Average,More than once a day,1,1,1,,Occasionally
grlsXZJJ94DD,1,2014-01,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,Less than 10 minutes,Slow,Once/day,1,1,0,,Frequently
grlsXZJJ94DD,2,2015-04,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Average,Once or twice/week,1,1,0,,Occasionally
grlsXZTX3HBB,0,2014-10,,,,0,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsXZTX3HBB,1,2015-10,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsXZTX3HBB,2,2016-10,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsY02BS133,0,2014-04,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Average,Once or twice/week,0,0,1,,Frequently
grlsY02BS133,1,2015-05,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,30-60 minutes,Average,Less than once/month,0,1,0,,Frequently
grlsY02BS133,2,2016-06,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Average,Less than once/month,1,0,0,,Frequently
grlsY07N3VWW,0,2012-10,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Brisk,Once/day,0,1,0,exercise,Frequently
grlsY07N3VWW,1,2014-01,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsY17FYUKK,0,2014-01,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,More than once a day,0,1,1,,Frequently
grlsY17FYUKK,1,2015-01,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsY17FYUKK,2,2016-02,,,,0,10-30 minutes,Average,More than once a day,0,1,0,,Occasionally
grlsY17QWFEE,0,2013-08,,,,0,30-60 minutes,Average,Once or twice/week,0,1,1,,Frequently
grlsY17QWFEE,1,2015-02,,,,0,10-30 minutes,Average,Once or twice/week,1,1,0,,Frequently
grlsY17QWFEE,2,2016-02,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsY21VCNLL,0,2012-10,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,Greater than 60 minutes,Brisk,Once/day,1,1,1,,Frequently
grlsY21VCNLL,2,2014-10,30-60 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,30-60 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsY23ZD7DD,0,2013-06,,,,0,30-60 minutes,Average,More than once a day,1,1,1,,Frequently
grlsY2FM1GBB,0,2014-02,,,,0,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsY2FM1GBB,1,2015-08,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsY2FM1GBB,2,2016-07,,,,0,10-30 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsY2GT5BXX,0,2012-11,,,,0,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsY2GT5BXX,1,2013-11,,,,0,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsY2GT5BXX,2,2014-11,,,,0,10-30 minutes,Brisk,More than once a day,0,1,0,,Frequently
grlsY3EHL211,0,2014-03,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,More than once a day,1,1,1,,Frequently
grlsY3EHL211,1,2015-06,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,1,10-30 minutes,Brisk,Once/day,1,1,0,,Occasionally
grlsY3EHL211,2,2016-06,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,10-30 minutes,Brisk,Once/day,0,1,0,,Frequently
grlsY3FOVPJJ,0,2014-10,Less than 10 minutes,Bursts of exercise less than 30% of the time,More than once a day,1,10-30 minutes,Average,Once or twice/week,0,0,1,,Occasionally
grlsY3FOVPJJ,1,2015-10,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Average,Once or twice/week,0,1,1,,Occasionally
grlsY3FOVPJJ,2,2016-10,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsY3XUGPQQ,0,2014-02,,,,0,10-30 minutes,Brisk,Once/day,0,0,1,,Frequently
grlsY3XUGPQQ,1,2015-02,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,1,10-30 minutes,Average,Once/day,0,0,1,,Frequently
grlsY3XUGPQQ,2,2016-02,,,,0,10-30 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsY3ZGDILL,0,2013-07,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,1,Less than 10 minutes,Brisk,More than once a day,1,0,0,,Frequently
grlsY3ZGDILL,1,2014-07,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,1,,,Never,0,0,0,,Frequently
grlsY3ZGDILL,2,2015-08,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,1,Less than 10 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsY4GP2Y99,0,2012-10,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Brisk,More than once a day,0,1,1,,Frequently
grlsY4GP2Y99,1,2014-12,,,,0,10-30 minutes,Average,More than once a day,1,1,0,,Occasionally
grlsY4GP2Y99,2,2015-12,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/week,1,30-60 minutes,Average,Once or twice/week,0,1,0,,Occasionally
grlsY5DTE6JJ,0,2014-04,,,,0,10-30 minutes,Brisk,Once/day,1,1,0,,Occasionally
grlsY5DTE6JJ,1,2015-07,,,,0,10-30 minutes,Brisk,Once or twice/week,1,1,0,,Occasionally
grlsY5DTE6JJ,2,2016-06,,,,0,30-60 minutes,Brisk,Once/day,0,1,0,,Occasionally
grlsY5JZXLGG,0,2013-02,,,,0,30-60 minutes,Brisk,Once or twice/week,0,1,0,,Frequently
grlsY5JZXLGG,1,2014-06,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Brisk,Once or twice/week,1,1,0,,Occasionally
grlsY5JZXLGG,2,2015-06,,,,0,10-30 minutes,Brisk,Less than once/month,1,0,0,,Occasionally
grlsY6SJNLNN,0,2012-10,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,1,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsY6SJNLNN,1,2013-08,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsY6SJNLNN,2,2014-10,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,10-30 minutes,Average,Once/day,0,1,0,,Occasionally
grlsY7IIWUU,0,2014-04,,,,0,10-30 minutes,Average,More than once a day,1,1,1,,Occasionally
grlsY7IIWUU,1,2015-05,,,,0,10-30 minutes,Slow,More than once a day,1,1,1,,Occasionally
grlsY7IIWUU,2,2016-05,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,1,30-60 minutes,Average,Once or twice/week,0,1,0,,Frequently
grlsY7QXGVLL,0,2013-03,,,,0,30-60 minutes,Average,More than once a day,0,1,0,,Frequently
